countrynewwb,account_t_d,mobileaccount_t_d,merchant_pay,account_pct,mobile_account_pct,merchant_payment_pct
Indonesia,0.563278493718021,0.220129024040787,0.13595791923458,56.327849371802095,22.012902404078698,13.595791923458
Japan,0.985235592091779,,,98.5235592091779,,
"Korea, Rep.",0.968949448884961,0.601022032736356,,96.8949448884961,60.1022032736356,
Malaysia,0.886918012421116,0.445049316596793,0.522447611142088,88.6918012421116,44.5049316596793,52.244761114208806
Philippines,0.501824221429254,0.288000006326383,0.134216483675958,50.1824221429254,28.8000006326383,13.4216483675958
Singapore,0.979718288419762,0.564689658881854,,97.9718288419762,56.468965888185394,
Thailand,0.918249814693343,0.416773814169066,0.512502194573726,91.8249814693343,41.6773814169066,51.2502194573726
United States,0.970230983290589,,,97.0230983290589,,
